Molecule ChEMBL ID,Standard Value,Smiles
CHEMBL2414669,20000000.0,CC(C)(N)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1
CHEMBL2414670,390000000.0,Cc1noc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)n1
CHEMBL2414671,120000000.0,Cc1nnc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)o1
CHEMBL2414672,110000000.0,Cc1nnc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)s1
CHEMBL2414673,60000000.0,Cc1nnc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)[nH]1
CHEMBL2414674,6000000.0,Cc1nnc(C[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)n1C
CHEMBL2414675,220000000.0,Cc1noc(CC[C@H]2CC[C@H](c3ccc(N4CCOc5ncnc(N)c5C4=O)cc3)CC2)n1
CHEMBL2414690,330000000.0,Cc1ccc(N2CCOc3ncnc(N)c3C2=O)cc1
CHEMBL2414691,280000000.0,CC(C)(C)c1ccc(N2CCOc3ncnc(N)c3C2=O)cc1
CHEMBL2414696,40000000.0,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CCC(=O)O)CC3)cc1)CCO2
CHEMBL2414697,1000000.0,CN(CC(=O)O)C(=O)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1
CHEMBL2414698,1000000.0,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](Cc4nn[nH]n4)CC3)cc1)CCO2
CHEMBL2414699,170000000.0,COC(=O)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1
CHEMBL2414700,40000000.0,NC(=O)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1
CHEMBL2414701,130000000.0,CCNC(=O)C[C@H]1CC[C@H](c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)CC1
CHEMBL2414751,220000000.0,Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)NC4CCCC4)CC3)cc1)CCO2
CHEMBL2418348,86000000.0,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3c(cnn3C)n2)cc1
CHEMBL2419504,16.5,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)c1cc2ccncc2o1
CHEMBL2419505,83000000.0,O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)N1Cc2ccncc2C1
CHEMBL2419515,25000000.0,Cc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1
CHEMBL2419516,5000000.0,Nc1ccc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1
CHEMBL2419518,41000000.0,CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)N3Cc4ccncc4C3)cc2)cn1
CHEMBL2419524,1000000.0,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3COC3)CC2)cc1)N1Cc2ccncc2C1
CHEMBL2419525,1000000.0,O=C(NCc1ccc(S(=O)(=O)C2CCN(C3CCOCC3)CC2)cc1)N1Cc2ccncc2C1
CHEMBL2419589,62000000.0,CN(C)c1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1
CHEMBL2419590,15000000.0,CC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3ccc4[nH]nc(C(F)(F)F)c4c3)CC1)C2
CHEMBL2419591,14000000.0,CC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3ccc4[nH]nc(Cl)c4c3)CC1)C2
CHEMBL2419592,40000000.0,CC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3ccc4[nH]cc(Cl)c4c3)CC1)C2
CHEMBL2419593,42000000.0,CC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3ccc4c(Cl)c[nH]c4c3)CC1)C2
CHEMBL2419594,8000000.0,CC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3cnc4c(Cl)c[nH]c4c3)CC1)C2
CHEMBL2419595,97000000.0,COc1cc2cc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)ccc2cn1
CHEMBL2419596,110000000.0,COc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1
CHEMBL2419597,97000000.0,COc1nccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc12
CHEMBL2419598,15000000.0,CNc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1
CHEMBL2419599,9000000.0,CNc1nccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc12
CHEMBL2419600,25000000.0,CCCNc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1
CHEMBL2419601,97000000.0,CC(C)(C)n1cc2c(n1)C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2
CHEMBL2419602,79000000.0,Cc1ccc2c(c1)C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)O2
CHEMBL2419603,7000000.0,CC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)C2
CHEMBL2419604,5000000.0,Cc1n[nH]c2c(C)cc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc12
CHEMBL2419605,6000000.0,Cc1n[nH]c2c(C)cc(C(=O)N3CCC4(CC3)Cc3cn(C(C)C)nc3C(=O)N4)cc12
CHEMBL2419607,12000000.0,CCC(C)(C)n1cc2c(n1)C(=O)NC1(CCN(C(=O)c3cc(C)c4[nH]nc(C)c4c3)CC1)C2
CHEMBL2419608,150000000.0,Cc1[nH]nc2c(C)cc(C(=O)N3CCC4(CC3)Cc3cnn(C(C)(C)C)c3C(=O)N4)cc12
CHEMBL2419609,70000000.0,Cc1n[nH]c2c(C)cc(C(=O)N3CCC4(CC3)Cc3cnn(C(C)C)c3C(=O)N4)cc12
CHEMBL2419610,27000000.0,Cc1n[nH]c2c(C)cc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4C)cc12
CHEMBL2420620,13.0,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cc2cnccc2[nH]1
CHEMBL2420622,10000000.0,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cc1)c1cc2cnccc2[nH]1
CHEMBL2420623,14.5,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cc2ccncc2o1
CHEMBL2420624,130000000.0,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cc2ccncc2o1
CHEMBL2420625,150000000.0,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cc1)c1cc2ccncc2o1
CHEMBL2420626,15.0,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cc2ccncc2s1
CHEMBL2420627,80000000.0,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cc2ccncc2s1
CHEMBL2420629,120000000.0,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1
CHEMBL2420631,30000000.0,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cc1)c1ccc2nccn2c1
CHEMBL2420632,50000000.0,O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1cnc2nccn2c1
CHEMBL2420634,3000000.0,O=C(NCc1ccc(S(=O)(=O)c2ccc(N3CCOCC3)nc2)cc1)c1cnc2nccn2c1
CHEMBL2420649,50000000.0,O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cc2cnccc2[nH]1
CHEMBL2425599,170.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](N[C@H](C)c3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425600,240.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425601,100.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)CO)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425602,80.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425603,210.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425604,310.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425605,100.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425606,190.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425607,190.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425608,180.0,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1
CHEMBL2425609,110.0,CC(C)(C)c1cccc(CN[C@H]2C[S@@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1
CHEMBL2425610,220.0,COc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N
CHEMBL2425611,190.0,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(OCC(F)(F)F)c3)[C@@H]2O)c1
CHEMBL2425612,180.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2425613,160.0,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(F)c(N)c(O[C@H](CO)C(F)(F)F)c3)[C@@H]2O)c1
CHEMBL2425614,90.0,CC(C)(C)c1cccc(CN[C@H]2C[S@+]([O-])C[C@@H](Cc3cc(O)c(N)c(F)c3)[C@@H]2O)c1
CHEMBL2425617,190.0,[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1
CHEMBL2425618,200.0,COC[C@@H](Oc1cc(C[C@@H]2C[S@@+]([O-])C[C@H](NCc3cccc(C(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F
CHEMBL2426077,334800000.0,O=C(O)CCCC(=O)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1ccc(Cl)cc1
CHEMBL2426080,67000000.0,O=C(CCCF)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1ccc(Cl)cc1
CHEMBL2426097,130350000.0,O=C(O)CCC(=O)N1N=C(c2c(-c3ccc(Cl)cc3)c3ccccc3[nH]c2=O)CC1c1ccc(Cl)cc1
CHEMBL2426677,132000000.0,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)cc1
CHEMBL2426680,140000000.0,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncccn5)ccc42)C3)nc1
CHEMBL2426687,135000000.0,COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5ncc(C)cn5)ccc42)C3)nc1
CHEMBL2436944,2000000.0,N#C[C@H]1CCC[C@H]1Nc1nc(-c2cn[nH]c2)nc2c(=O)[nH]ccc12
CHEMBL2436945,6000000.0,CCc1nc(N[C@@H]2CCC[C@@H]2C#N)c2cc[nH]c(=O)c2n1
CHEMBL2436949,25000000.0,O=c1[nH]ccc2c(NC3CCCC3)ncnc12
CHEMBL243876,140000000.0,O=c1n(Cc2nc3ccccc3n2CCCCO)c2cnccc2n1C1CC1
CHEMBL2442490,227600000.00000003,O=C(O)c1csc(-n2nc(-c3ccccc3O)cc2C(F)(F)F)n1
CHEMBL2442495,516200000.0,Cc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1
CHEMBL2448536,7.8,CC[S+]([O-])(=NC)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@@H]3CCC[C@H]3N(C)C)n2)cc1
CHEMBL251804,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccccc1Oc1ccccc1)C(=O)O
CHEMBL251808,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(OCc2ccc(F)c(F)c2)cc1)C(=O)O
CHEMBL251809,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(OCc2ccc(C(F)(F)F)cc2)cc1)C(=O)O
CHEMBL252003,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1cccc(Oc2ccccc2)c1)C(=O)O
CHEMBL252009,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1)C(=O)O
CHEMBL252391,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O
CHEMBL253224,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
CHEMBL253428,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O
CHEMBL254282,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(Oc2ccccc2)cc1)C(=O)O
CHEMBL254493,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccccc1OCc1ccccc1)C(=O)O
CHEMBL254495,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1cccc(OCc2ccccc2)c1)C(=O)O
CHEMBL254703,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O
CHEMBL254900,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](C)C(=O)O
CHEMBL254911,5.0,CC[C@@H](C)[C@H](S)C(=O)N[C@@H](Cc1ccc(OCc2ccc(F)cc2)cc1)C(=O)O
CHEMBL255168,178000000.0,CN(C)c1ccc(/C=C/C(=O)/C=C/c2ccc(N(C)C)cc2)cc1
CHEMBL255787,0.2,COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2cccc3ncccc23)C(C)(C)C)cc1OC
CHEMBL256105,198.0,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1
CHEMBL256982,18.0,CS(=O)(=O)Nc1c(Cl)ccc2c1CCCC2c1ncc[nH]1
CHEMBL257411,10.0,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4nccs4)c3)c12)C(=O)N1CCOCC1
CHEMBL257799,37.0,Clc1ccc2c(c1-c1cn[nH]c1)CCC2c1ncc[nH]1
CHEMBL258031,3.8,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1ccc2occc2c1
CHEMBL258239,0.2,O=C(N[C@@H]1C[C@H]2CCN(C2)C1)c1ccc2ncsc2c1
CHEMBL258282,9.5,CN1CCN(CCOc2n[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1
CHEMBL258734,2.5,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
CHEMBL260259,28.5,COc1cc(Cl)ccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1
CHEMBL268507,402.0,COc1ccc(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N
CHEMBL269297,0.64,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)NCCC(=O)O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
CHEMBL269298,11.385000000000002,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)N3CCOCC3)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
CHEMBL27,505.5,CC(C)NCC(O)COc1cccc2ccccc12
CHEMBL270791,38.5,Cc1cc(Oc2ccccc2Oc2ccccc2)c(CN(C)C)cn1
CHEMBL273208,33.0,CNCc1cnc(C)cc1Oc1ccccc1Oc1ccccc1
CHEMBL274350,2.65,COc1cc(CC(=O)N2C[C@@H](F)C[C@H]2COc2ccc(C(=O)O)cc2)ccc1NC(=O)Nc1ccccc1Br
CHEMBL280481,8.5,CN(C)C(=O)CCS[C@H](SCCC(=O)O)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
CHEMBL286013,20.0,CCC(C)(C)C(=O)O
CHEMBL297570,7.5,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCCNC3)s2)o1
CHEMBL30,19.6,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
CHEMBL301370,742.0,CC[C@H]1C(=O)Nc2ccc(F)cc2N1C(=O)OC(C)C
CHEMBL302324,2.65,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
CHEMBL307261,26.535,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
CHEMBL3084352,70.0,Cc1nc2ccccc2n1[C@H]1C[C@H]2CC[C@@H](C1)N2CCC(C)(CN(C)S(=O)(=O)c1ccccc1)c1ccccc1
CHEMBL3086027,154000000.0,Cc1cn(-c2ccc(CNS(=O)(=O)c3cc(F)ccc3F)cc2)c(C)n1
CHEMBL3091580,6000000.0,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(S(=O)(=O)C3CC3)c2)nc1
CHEMBL3091581,13500000.0,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(S(=O)(=O)C3CCC3)c2)nc1
CHEMBL3091582,5000000.0,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCCC2)n2cnc(S(=O)(=O)C3CC3)c2)nc1
CHEMBL3091583,3000000.0,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCCC2)n2cnc(S(=O)(=O)C3CCC3)c2)nc1
CHEMBL3091584,9000000.0,O=C(O)c1ccc(NC(=O)[C@H](CC2CCOCC2)n2cnc(S(=O)(=O)C3CC3)c2)nc1
CHEMBL3091585,9000000.0,O=C(O)c1ccc(NC(=O)[C@H](CC2CCOCC2)n2cnc(S(=O)(=O)C3CCC3)c2)nc1
CHEMBL3092130,122000000.0,Nc1c(-c2ccccc2)nn(-c2nc(C(=O)O)cs2)c1-c1ccccc1
CHEMBL3092197,350000000.0,CC(C)(C1CCN(C(=O)c2ccc(S(C)(=O)=O)cc2OC(F)(F)F)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1
CHEMBL3092198,350000000.0,CC(C)(C1CCN(C(=O)c2cc(F)ccc2S(C)(=O)=O)CC1)S(=O)(=O)c1cccc(C(F)(F)F)c1
CHEMBL3092413,76000000.0,N#Cc1ccc(N2CCN(Cc3cn4cc(Cl)ccc4n3)CC2)nc1
CHEMBL3093133,166000000.0,COc1ccc2c(c1O)CCCC(CCCC#N)=C2c1cc(OC)c(OC)c(OC)c1
CHEMBL3093137,196000000.0,COc1ccc2c(c1O)CCCC(CCC#N)=C2c1cc(OC)c(OC)c(OC)c1
CHEMBL3093140,161000000.0,COc1ccc2c(c1O)CCCC(CC(O)CO)=C2c1cc(OC)c(OC)c(OC)c1
CHEMBL3093142,33000000.0,CCC1=C(c2cc(OC)c(OC)c(OC)c2)c2ccc(OC)c(O)c2CCC1
CHEMBL3093143,62000000.0,COc1ccc2c(c1O)CCCC(C)=C2c1cc(OC)c(OC)c(OC)c1
CHEMBL3098547,23100000.0,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)N(C)C)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C
CHEMBL3098560,24550000.0,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C
CHEMBL3103867,3.25,Nc1ccc(-c2ccccc2F)nc1C(=O)Nc1cnccc1N1CCC[C@H](N)C1
CHEMBL3108791,291000000.0,CC(C)S(=O)(=O)NC[C@@H]1CC(c2ccc(-c3ccccc3C#N)c(F)c2)=NO1
CHEMBL3109785,350000000.0,CC(=O)NC[C@@H]1CC(c2ccc(N3CCCC3)c(F)c2)=NO1
CHEMBL3109793,220000000.0,CC(C)S(=O)(=O)NCC1CC(c2ccc(-c3cccnc3)c(F)c2)=NO1
CHEMBL3109794,167000000.0,CC(C)S(=O)(=O)NCC1CC(c2ccc(-c3ccc(C#N)cc3)c(F)c2)=NO1
CHEMBL3109795,151000000.0,CC(C)S(=O)(=O)NCC1CC(c2ccc(-c3cccc(C#N)c3)c(F)c2)=NO1
CHEMBL3109796,129000000.0,CC(C)S(=O)(=O)NCC1CC(c2ccc(-c3ccccc3C#N)c(F)c2)=NO1
CHEMBL3109977,334.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2ncc(C3CC3)nc2c1
CHEMBL3109978,267.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2nc(C3CC3)cnc2c1
CHEMBL3109979,437.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2c(c1)OCCO2
CHEMBL3109980,361.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cc(Cl)c2c(c1)OCCO2
CHEMBL3109981,170.0,CC1(C)COc2c(Cl)cc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2O1
CHEMBL3109982,303.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cc(Cl)c2c(c1)CCCN2
CHEMBL3109983,130.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2c(c1)CN(CC(F)(F)F)C2=O
CHEMBL3109984,460.0,Cc1ncc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)o1
CHEMBL3109985,255.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnc(C3CC3)o2)cc1
CHEMBL3109986,466.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cocn2)cc1
CHEMBL3109987,484.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cccc(-c2cnco2)c1
CHEMBL3109988,283.0,Cc1ncc([C@H]2[C@H](C(=O)NO)[C@@H]2c2ccccc2)s1
CHEMBL3109993,254.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccnc(C2CC2)c1
CHEMBL3109994,200.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccnc(C(F)(F)F)c1
CHEMBL3109998,134.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1cn2cc(C(F)(F)F)nc2s1
CHEMBL3109999,451.0,Cc1nc2cc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)ccc2s1
CHEMBL3110000,362.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2oc(C3CC3)nc2c1
CHEMBL3110001,336.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2nccnc2c1
CHEMBL3110002,307.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc2ncc(C(F)(F)F)nc2c1
CHEMBL3110013,351.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cncnc2)cc1
CHEMBL3110015,294.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2ncc(F)cn2)cc1
CHEMBL3110018,10.0,Cc1cnc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2)[nH]1
CHEMBL3110019,110.0,Cc1cnc(-c2ccc([C@H]3[C@H](C(=O)NO)[C@@H]3c3ccccc3)cc2F)[nH]1
CHEMBL3110021,442.0,O=C(NO)[C@@H]1[C@H](c2ccccc2)[C@H]1c1ccc(-c2cnco2)cc1
CHEMBL3112601,242000000.0,COc1cccc(OC)c1C1CCCC(=O)N1Cc1ccc2ccccc2n1
CHEMBL3115821,452.0,O=C(Nc1ccc(F)c(-c2nc3cc(-c4ccccc4)cnc3[nH]2)c1)N1CCCC1
CHEMBL3122206,315000000.0,CCN(CC)C(=O)c1nn(C)c2nc(OCc3ccccn3)cnc12
CHEMBL3122207,7800000.0,Cn1nc(-c2ccccc2)c2ccc(OCc3ccccn3)nc21
CHEMBL3122208,116600000.0,Cn1nc(-c2ccccn2)c2ccc(OCc3ccccn3)nc21
CHEMBL3122209,244000000.0,Cn1nc(-c2cccnc2)c2ccc(OCc3ccccn3)nc21
